Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
01/12/2022 10:23,30/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",717727774,01/12/2022 11:30,
01/12/2022 00:00,01/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",86799024,02/12/2022 16:01,A
01/12/2022 00:00,01/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2043297033,05/12/2022 14:01,A
01/12/2022 00:00,01/12/2022,"NTS Energy Offtaken, Powerstations Total",899633405,02/12/2022 14:01,A
01/12/2022 00:00,01/12/2022,"NTS Energy Offtaken, Storage Injection Total",0,02/12/2022 12:01,L
30/11/2022 05:16,29/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",390174372,30/11/2022 11:30,
30/11/2022 00:00,30/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",83701610,02/12/2022 16:01,A
30/11/2022 00:00,30/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",2005425783,05/12/2022 14:01,A
30/11/2022 00:00,30/11/2022,"NTS Energy Offtaken, Powerstations Total",898386829,01/12/2022 12:01,A
30/11/2022 00:00,30/11/2022,"NTS Energy Offtaken, Storage Injection Total",8833330,01/12/2022 12:01,L
29/11/2022 05:16,28/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",406356447,29/11/2022 11:30,
29/11/2022 00:00,29/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",87314951,01/12/2022 16:01,A
29/11/2022 00:00,29/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",2036196042,02/12/2022 14:01,A
29/11/2022 00:00,29/11/2022,"NTS Energy Offtaken, Powerstations Total",918995203,01/12/2022 12:01,A
29/11/2022 00:00,29/11/2022,"NTS Energy Offtaken, Storage Injection Total",0,30/11/2022 12:01,L
28/11/2022 05:16,27/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",298830997,28/11/2022 11:30,
28/11/2022 00:00,28/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",88598126,01/12/2022 16:01,A
28/11/2022 00:00,28/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1807319088,01/12/2022 16:01,A
28/11/2022 00:00,28/11/2022,"NTS Energy Offtaken, Powerstations Total",929821187,29/11/2022 12:01,A
28/11/2022 00:00,28/11/2022,"NTS Energy Offtaken, Storage Injection Total",52207140,29/11/2022 12:01,L
27/11/2022 05:16,26/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",276674722,27/11/2022 11:30,
27/11/2022 00:00,27/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",69124586,28/11/2022 14:01,A
27/11/2022 00:00,27/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1446867993,30/11/2022 16:01,A
27/11/2022 00:00,27/11/2022,"NTS Energy Offtaken, Powerstations Total",678054373,30/11/2022 14:01,A
27/11/2022 00:00,27/11/2022,"NTS Energy Offtaken, Storage Injection Total",272890515,01/12/2022 16:01,A
26/11/2022 08:14,25/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",343509431,26/11/2022 11:30,
26/11/2022 00:00,26/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",56003043,28/11/2022 12:01,A
26/11/2022 00:00,26/11/2022,"NTS Energy Offtaken, LDZ Offtake Total",1509225778,30/11/2022 16:01,A
26/11/2022 00:00,26/11/2022,"NTS Energy Offtaken, Powerstations Total",478433938,27/11/2022 14:01,A
26/11/2022 00:00,26/11/2022,"NTS Energy Offtaken, Storage Injection Total",374372680,01/12/2022 16:01,A
25/11/2022 05:16,24/11/2022,"NTS Energy Offtaken, Interconnector Exports Total",333990291,25/11/2022 11:30,
25/11/2022 00:00,25/11/2022,"NTS Energy Offtaken, Industrial Offtake Total",65144784,27/11/2022 14:01,A
